title,release_date,pageid,qid,rating,popularity,revenue,total_pageview
The War Room,1993-11-03,484876,Q743292,7.129,5.818,901668,19216
If Cats Disappeared from the World,2016-05-14,50650863,Q20040927,6.819,6.028,0,690
Bebe's Kids,1992-07-31,1380383,Q5004987,5.759,6.468,8442162,79109
Death in Buenos Aires,2014-05-05,45338270,Q16609392,5.871,5.025,0,809
The War Boys,2009-05-30,29349350,Q12132358,6.198,6.215,0,106
Roadrunner: A Film About Anthony Bourdain,2021-07-16,67483354,Q106763973,6.922,6.4,3701480,6351
Tales of the Grim Sleeper,2014-08-29,54523635,Q32941996,6.474,4.15,0,0
Disco Pigs,2001-10-05,2306889,Q4162323,5.724,4.694,0,15526
The Little Thief,1988-12-21,11522190,Q570966,6.4,5.48,0,0
La Civil,2021-07-08,67857929,Q107292105,7.931,6.906,0,184
A Little Romance,1979-04-27,1668076,Q2456779,6.9,9.702,0,18009
The Age of Stupid,2009-09-21,19245641,Q467104,6.328,4.23,0,0
Dr. Cyclops,1940-04-09,2572072,Q783491,6.147,3.171,0,169
After My Death,2018-09-13,62481093,Q56876234,7.362,10.05,0,0
The Wild Angels,1966-07-20,1925631,Q1219899,5.578,4.49,0,9874
The New Barbarians,1983-06-10,4288454,Q1439270,4.328,6.473,0,198
RoboGeisha,2009-10-03,24731835,Q1576846,5.155,6.18,0,0
One Night with the King,2006-10-10,36180452,Q80289,6.672,8.874,13391174,9222
The Getaway King,2021-09-17,68801894,Q107740866,6.586,5.733,0,0
Geetha Govindam,2018-08-15,57882310,Q55639773,6.905,4.858,0,9991
Tall in the Saddle,1944-09-29,9447012,Q3109453,6.586,6.194,0,7736
Land of Silence and Darkness,1971-10-08,3303963,Q2870474,7.388,3.883,0,0
Ki & Ka,2016-04-01,47438116,Q20762686,5.543,4.268,15480000,0
99 River Street,1953-08-21,3076631,Q4646304,6.836,4.517,0,0
Rudolph and Frosty's Christmas in July,1979-07-01,8280962,Q1150269,6.647,9.185,0,20517
Ellie Parker,2005-01-21,7358580,Q1332163,4.991,6.969,0,96
The Wings of Eagles,1957-01-31,686006,Q1185095,6.138,6.051,0,15033
The Great McGinty,1940-08-01,401152,Q391343,6.991,5.646,0,7386
Street Fighter Alpha: Generations,2005-10-25,2951156,Q1779112,6.8,5.802,0,0
Ghosts of Rome,1961-04-01,22088774,Q637133,7.25,4.038,0,0
By the Gun,2014-09-28,40018348,Q16250819,4.44,4.931,0,0
Pat and Mike,1952-06-13,2731103,Q2031626,6.379,5.674,0,3078
Zip & Zap and the Captain's Island,2016-07-29,56967263,Q26304735,6.155,6.507,0,0
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",1999-12-29,634114,Q3327151,6.836,3.485,507941,610
Tired of Kissing Frogs,2006-12-20,62815941,Q2177196,6.4,4.344,0,0
The Exterminating Angels,2006-09-13,9926706,Q3230559,5.302,8.324,154210,218
Manhattan Melodrama,1934-05-04,691308,Q533902,6.966,5.425,0,3108
Heavy Traffic,1973-08-08,740276,Q1592638,6.3,6.9,1500000,11764
Kolpaçino,2009-10-29,28281915,Q6427858,5.707,3.302,3004329,0
Murphy's Romance,1985-12-25,168551,Q2294168,6.069,5.275,30867525,27154
The Mating Habits of the Earthbound Human,1999-09-03,5715101,Q473378,5.914,8.295,0,345
Nicholas and Alexandra,1971-11-29,99464,Q512475,6.966,7.55,0,8944
Becoming Warren Buffett,2017-01-30,56897712,Q55393201,7.129,5.106,0,0
Empties,2007-03-08,14852313,Q1812183,6.966,2.586,0,0
Death Trance,2005-12-09,6032729,Q5247228,5.914,5.182,0,0
Identification of a Woman,1982-10-21,13573527,Q2260328,5.922,3.359,0,0
The Adjuster,1991-11-27,9858678,Q1961623,6.1,5.076,0,2610
Troubled Water,2008-09-26,24368825,Q1433265,7.034,4.287,0,0
Dr. Bird's Advice for Sad Poets,2021-01-12,68596859,Q104872833,7.198,7.102,0,213
Echoes of the Rainbow,2010-03-11,26295794,Q2132352,7.422,5.99,6933474,0
Innocent Thing,2014-04-10,42676626,Q16175769,6.8,7.504,0,0
2 Minutes of Fame,2020-06-16,65910356,Q104872880,6.6,6.427,0,2959
Pyaasa,1957-02-19,2654899,Q2066234,7.267,5.914,0,91
Girl Shy,1924-04-20,3371111,Q4000773,6.897,5.749,1550000,0
A Night in the Life of Jimmy Reardon,1988-07-26,5416943,Q114435,4.966,5.288,6264058,6449
My Mother's Smile,2002-04-19,11567446,Q2307306,7.284,3.555,0,0
Stalled,2013-08-24,41001123,Q17092067,5.034,3.921,0,0
Whores' Glory,2011-09-09,38045566,Q1972032,6.836,5.236,0,354
Saints and Soldiers: The Void,2014-08-15,45430616,Q19363799,5.181,8.469,0,0
The Gnome-Mobile,1967-07-19,1096485,Q1617162,6.095,7.97,0,3065
Funny Lady,1975-03-15,947419,Q1419911,5.2,6.94,0,11368
Swept Under,2015-12-06,52657291,Q28101354,5.776,5.991,0,0
Mere Brother Ki Dulhan,2011-09-09,29146986,Q3306436,6.202,4.543,18050000,284
Aquarium of the Dead,2021-05-21,70086306,Q111541382,5.7,7.916,0,617
The Lacemaker,1977-05-25,19007083,Q736508,6.904,7.731,0,0
Peculiarities of the National Hunt,1995-06-15,16092323,Q2370559,7.211,3.371,0,0
Is Anybody There?,2009-04-17,20179038,Q4177246,6.2,6.448,0,112
Bachelor Party Vegas,2006-04-25,8438951,Q964921,4.965,5.135,0,0
Bimboland,1998-12-23,57317880,Q2903809,4.465,6.138,0,0
Demetrius and the Gladiators,1954-06-16,2016956,Q1213081,6.789,8.777,0,6298
Amira & Sam,2014-05-30,45240351,Q19310362,6.0,5.357,0,0
The Heineken Kidnapping,2011-10-27,50984022,Q25303472,6.0,5.33,0,0
The Boogens,1981-09-25,24669284,Q7719145,5.465,7.255,0,118
Shuddh Desi Romance,2013-09-06,39762509,Q14786843,5.8,4.061,0,0
Becoming Bond,2017-03-11,55610728,Q42531260,6.974,4.298,0,92
House of Fury,2005-03-31,14000171,Q2983721,6.57,8.468,2896536,0
Becoming Zlatan,2016-02-17,50531390,Q24211107,6.2,3.171,0,0
Table No. 21,2013-01-03,37717754,Q7673154,6.3,7.181,0,1280
Charlie: The Life and Art of Charles Chaplin,2003-05-01,44084951,Q18331149,6.835,5.228,0,0
26 Years,2012-11-29,36662311,Q4632407,6.93,5.065,0,0
The Mephisto Waltz,1971-04-09,12009151,Q610945,6.259,4.934,0,1778
Blood Car,2007-08-09,26679558,Q885095,4.86,4.304,0,0
For a Lost Soldier,1992-09-18,412144,Q1274510,6.421,6.384,0,14988
The Longest Nite,1998-01-01,3412583,Q1021970,6.9,6.793,0,0
Sick Nurses,2007-07-14,14421585,Q3278202,5.035,6.129,0,0
Private Desert,2021-11-25,69029770,Q108372078,6.947,5.055,0,0
"Love, Marilyn",2013-05-30,39713709,Q15052328,6.544,9.143,0,0
Three on a Match,1932-10-29,2779486,Q2122780,6.2,6.035,0,4815
Series 7: The Contenders,2001-01-20,1728600,Q7454805,6.404,3.504,0,0
Fried Barry,2020-03-06,67190408,Q99196664,5.026,5.144,0,0
"Cougars, Inc.",2011-04-21,28443565,Q5176058,4.93,7.18,0,0
Dean Spanley,2008-12-12,19401407,Q5246479,7.5,6.483,0,3864
Ghosthunters: On Icy Trails,2015-04-02,54668503,Q19971213,5.667,7.926,2097768,0
Dancing with the Birds,2019-10-23,62921678,Q73025844,7.675,5.439,0,0
The Crash Reel,2013-06-10,38386650,Q7727961,7.219,6.416,0,0
My Name Is Julia Ross,1945-11-08,3624149,Q3331245,6.702,7.015,0,213
Ek Main Aur Ekk Tu,2012-02-10,31662781,Q3933658,5.6,5.809,0,0
Will Success Spoil Rock Hunter?,1957-07-29,76631,Q931978,6.868,4.39,0,268
Prom Night III: The Last Kiss,1990-03-30,6589209,Q3922876,5.009,5.912,0,1269
Riot in Cell Block 11,1954-02-18,6143584,Q3235245,6.93,4.561,0,0
Ten Canoes,2006-06-29,5330369,Q169087,6.561,4.568,300000,0
Carry On Cruising,1962-03-12,3694699,Q241840,6.123,7.534,0,0
When We Leave,2010-03-11,29027495,Q558297,6.9,6.859,0,0
Pleasure or Pain,2013-09-05,49263493,Q22078246,4.781,26.876,0,0
Kebab Connection,2004-04-21,4398477,Q567579,6.6,4.81,0,0
Running Out of Time 2,2001-12-27,13813241,Q4167744,6.0,9.426,756370,0
La Balance,1982-11-10,13811386,Q1798609,6.3,4.309,0,0
The Apple Dumpling Gang Rides Again,1979-06-27,5320225,Q3821386,6.263,6.476,20931111,0
Improvvisamente Natale,2022-12-01,78414688,Q115295923,5.509,5.983,0,0
Corrective Measures,2022-04-29,69362411,Q111630219,5.2,25.095,0,28835
Assassin(s),1997-04-30,24412976,Q972072,6.105,3.641,0,0
Just Buried,2007-09-09,13329416,Q2060231,5.904,3.786,0,0
All Things Fall Apart,2011-03-05,33638321,Q4729787,5.719,6.086,0,14854
We Need to Do Something,2021-09-03,65742960,Q104902161,5.518,5.112,0,14408
The Sorcerers,1967-06-25,2201463,Q428246,6.254,3.024,0,909
Awaara,1951-12-14,2150739,Q858681,7.2,7.73,0,1671
My Voyage to Italy,1999-09-11,2332386,Q2550265,7.632,4.046,0,0
Wild Zero,1999-08-28,1844724,Q524484,5.43,6.818,0,0
The Last Lions,2011-02-11,30455968,Q7745862,7.114,5.15,0,0
Son of Flubber,1963-01-16,8343583,Q1196177,5.921,7.063,0,1465
Monsters and Men,2018-09-22,56186586,Q47461687,5.921,5.414,0,8331
Shadowless Sword,2005-11-18,4087068,Q562548,6.2,10.057,0,0
A Pistol for Ringo,1965-05-12,17249476,Q1306579,6.149,5.554,0,0
Making Waves: The Art of Cinematic Sound,2019-10-25,62199614,Q66361169,6.702,7.258,0,0
Jimmy Hollywood,1994-03-30,1252685,Q1688957,5.2,5.496,0,338
Crime at the Chinese Restaurant,1981-11-19,38253226,Q3276773,5.8,4.561,0,0
The Song of Sparrows,2008-10-01,15890610,Q1169658,7.5,3.963,115605,0
An Open Secret,2014-11-14,44820085,Q18703217,6.895,4.015,0,68584
I'm Not Here,2017-11-16,15459039,Q54868261,6.079,8.219,0,1597
Mardaani 2,2019-12-12,60346149,Q62568912,7.1,5.385,8680109,0
Yeelen,1987-07-01,3285836,Q2335016,6.6,2.748,0,0
My Wife Is an Actress,2001-01-14,5537493,Q2446893,6.114,7.454,0,0
A Gun in Each Hand,2012-12-05,51137486,Q6155879,6.061,5.137,0,0
uwantme2killhim?,2013-06-24,39979597,Q3572768,6.114,6.17,0,0
Lust for a Vampire,1971-01-17,4691910,Q2005252,5.8,6.775,0,5393
Dance of the Drunk Mantis,1979-06-26,10821331,Q3207962,7.167,6.066,0,0
Dead or Alive: Final,2002-01-12,9016095,Q370471,5.6,3.854,0,0
Cradle of Fear,2001-07-04,1328234,Q733144,4.254,5.051,0,0
Girls! Girls! Girls!,1962-11-21,1754987,Q1526796,5.211,8.809,0,2314
Nightwatching,2007-09-06,2231977,Q1989818,6.289,8.333,0,0
1 Buck,2017-09-22,71642443,Q113987294,5.763,3.262,0,0
Maheshinte Prathikaaram,2016-02-05,49075008,Q23681158,7.8,4.378,2292774,0
Broadcast Signal Intrusion,2021-10-22,67210711,Q106469330,5.351,6.792,0,94
Shun Li and the Poet,2011-09-23,36252752,Q2021294,7.1,4.409,0,0
Shall We Kiss?,2007-06-06,23409028,Q1627917,6.491,6.517,0,0
La Cage aux Folles 3: The Wedding,1985-11-20,36770965,Q1304755,5.149,4.878,345280,0
Who's Your Caddy?,2007-07-27,11908040,Q1755278,3.684,6.682,0,59840
7 Virgins,2005-10-14,49630149,Q5653004,5.842,6.125,0,0
Theeran Adhigaaram Ondru,2017-11-17,53041497,Q28753349,7.795,4.539,0,1159
Johnny Mad Dog,2008-05-20,27940794,Q3182939,6.241,8.115,0,101
Bigil,2019-10-25,59948461,Q59725832,6.6,6.978,0,6031
The Man Who Haunted Himself,1970-09-17,9584164,Q693880,6.223,6.929,0,0
The New Centurions,1972-08-03,5257549,Q1163440,6.67,6.424,0,100
Zero Motivation,2014-06-26,43573091,Q17351649,6.438,7.702,0,0
Buck Privates,1941-01-31,3933604,Q999353,6.696,5.226,0,1176
Simon Sez,1999-01-01,3298253,Q3484448,2.688,6.485,292151,1077
Massacre in Dinosaur Valley,1985-08-13,65541673,Q456342,5.027,4.884,0,0
The Great Santini,1979-10-26,164388,Q1757216,6.7,5.426,0,75168
The Pornographer,2001-10-03,21709370,Q3225798,4.682,12.783,126,0
Petrov's Flu,2021-09-09,67841443,Q85864528,6.607,7.526,0,155
Adrift in Tokyo,2007-11-10,21622740,Q1138114,6.946,7.108,0,0
Putney Swope,1969-07-10,3692025,Q7262376,6.5,6.83,0,9183
Hour of the Star,1985-04-25,20871230,Q3283192,7.17,2.645,0,0
Dead Man Running,2009-01-29,24811418,Q5245303,5.875,6.232,0,0
The Matchbreaker,2016-10-07,52865298,Q28312345,5.893,4.34,0,956
Murder at Yellowstone City,2022-06-24,67320911,Q107630143,5.5,11.016,0,1007
Girl at the Window,2022-08-18,73121688,Q116259682,5.839,16.461,0,0
It Happened to Jane,1959-05-24,8085358,Q1542041,6.179,7.532,0,1116
The Shanghai Gesture,1941-12-25,1563948,Q331274,6.223,4.516,0,310
The Venture Bros.: Radiant Is the Blood of the Baboon Heart,2023-07-21,73597839,Q117822377,7.107,75.537,0,35238
Bye Bye Germany,2017-04-06,55415601,Q29219774,6.491,3.713,0,0
Dinner Rush,2000-09-01,5579762,Q613403,7.188,4.295,1075504,0
Eyyvah Eyvah 3,2014-01-31,62529043,Q17450805,5.286,5.539,0,0
9/11: Inside the President's War Room,2021-08-31,68625686,Q108493270,6.67,12.761,0,90
Too Bad She's Bad,1954-12-28,13055771,Q596541,7.036,3.723,0,0
Seven Blood-Stained Orchids,1972-02-24,42598167,Q1115300,6.0,5.617,0,0
Chandni Chowk to China,2009-01-15,11977088,Q1061749,4.6,6.641,17000000,93
Father of My Children,2009-12-16,22833174,Q587111,6.781,5.351,0,0
Robosapien: Rebooted,2013-04-01,20553151,Q7353307,5.4,7.235,0,0
Mes héros,2012-12-10,46294106,Q3306756,6.098,5.683,0,0
The Ghost Galleon,1974-06-28,5153217,Q830241,4.804,3.646,0,0
Nightmare Castle,1965-08-20,5144009,Q3613624,5.3,4.422,0,0
A Woman's Face,1941-05-09,11635934,Q304789,7.063,5.241,0,8585
The Fifth Seal,1976-10-07,18539488,Q786472,8.089,3.922,0,93
The Glass Bottom Boat,1966-06-09,2001301,Q669557,6.2,8.429,0,8728
Went the Day Well?,1942-12-07,2044745,Q3567280,7.17,6.977,0,370
Leonard Part 6,1987-12-18,1246480,Q1755547,2.661,5.2,4600000,3987
Miami Bici,2020-02-21,63539980,Q87999926,7.3,5.475,0,0
Samurai Cop 2: Deadly Vengeance,2015-10-09,47637634,Q20899569,3.804,6.296,0,2479
Raat Akeli Hai,2020-07-31,64571350,Q97495364,6.777,7.045,0,1294
The Chronicles of Evil,2015-05-14,46689699,Q18648345,7.4,6.083,0,0
Bhoothnath Returns,2014-04-11,41126054,Q16291648,6.232,4.419,0,0
Scream Blacula Scream,1973-06-27,6021280,Q3476432,5.938,6.487,0,12803
The Ghost Breakers,1940-06-21,4644909,Q2088441,6.4,6.29,0,185
Finding Bliss,2009-01-01,22030425,Q3284389,4.955,6.79,6783,0
Not Easily Broken,2009-01-09,20629940,Q7062066,6.2,5.944,0,6643
Too Old for Fairy Tales,2022-03-18,75417976,Q123562222,6.2,7.69,0,497
Wassup Rockers,2005-09-12,4784069,Q616812,5.839,6.877,634074,92
The Ivory Game,2016-09-02,51780057,Q26821200,7.482,5.687,0,0
The Man Who Could Cheat Death,1959-06-15,11089906,Q1572661,5.768,6.185,0,0
The Impostors,1998-10-02,3539703,Q374507,5.768,6.494,2198044,0
In the Fog,2012-11-22,35566533,Q1252050,6.464,5.332,0,0
The Simple-Minded Murderer,1982-02-12,17063281,Q4973909,7.0,6.267,0,0
When Nietzsche Wept,2007-08-02,15723201,Q8913107,6.2,8.257,0,0
Aaltra,2004-06-23,32420412,Q300983,6.313,3.397,0,0
The Insect Woman,1963-11-16,3702221,Q2706861,7.4,10.568,0,0
The Priest's Children,2013-01-03,41913292,Q2989550,6.357,3.252,1417453,0
My Wife Is a Gangster,2001-04-19,3754368,Q80538,6.134,7.665,0,0
Galaxina,1980-06-06,1369312,Q960224,3.929,12.926,4865000,2331
Crossing the Bridge: The Sound of Istanbul,2005-05-12,4847366,Q573156,7.3,2.884,0,0
Vitalina Varela,2019-10-07,62522137,Q66501208,7.036,5.97,0,0
I Saw What You Did,1965-07-21,4237665,Q508112,6.286,6.565,0,461
The Eternal Daughter,2022-12-02,66427036,Q105227223,6.2,10.863,0,14327
I Married a Monster from Outer Space,1958-10-01,2678092,Q1141257,6.027,9.0,0,0
Naked Killer,1992-12-03,5429326,Q1021977,5.5,14.948,0,0
Neon Maniacs,1986-11-14,13166007,Q6993426,5.377,6.695,0,0
Japón,2003-01-15,22097221,Q1072282,6.75,2.509,0,865
The Vampire Bat,1933-01-21,6550108,Q1127617,5.357,5.597,0,0
7 Women,1966-01-05,7134822,Q2261553,6.509,4.685,0,2326
The Amityville Haunting,2011-12-27,34235410,Q1864826,4.286,7.078,0,0
Puce Moment,1949-01-01,21536577,Q7258211,5.5,3.604,0,0
The Railroad Man,1956-11-21,11647875,Q1057098,7.8,4.727,0,0
Saw X,2023-09-26,67345956,Q115734942,7.321,949.967,29300000,453795
The Five Heartbeats,1991-03-29,1625009,Q16156200,7.175,10.011,0,79827
Queen to Play,2009-08-05,24729648,Q1127763,6.7,3.51,1056938,0
Szamanka,1996-05-10,11294399,Q576475,6.304,6.493,0,0
Looop Lapeta,2022-02-04,67049305,Q105951010,6.1,14.0,0,93
Bunny and the Bull,2009-11-27,23632278,Q4997882,6.079,4.551,0,1046
Body at Brighton Rock,2019-03-23,60573740,Q63348163,4.991,4.245,0,1010
"Munster, Go Home!",1966-06-15,10537701,Q846483,6.3,13.441,0,7320
House of Bamboo,1955-07-01,2009257,Q2602267,6.188,6.923,1700000,6287
I Am Jane Doe,2017-02-10,54358872,Q30501972,6.0,2.953,0,0
Me Two,2008-06-18,48517174,Q3211484,5.375,3.311,2180120,0
Shanghai Kiss,2007-03-17,13040946,Q1537404,5.884,3.994,0,0
I Bury the Living,1958-07-01,4606109,Q3156663,6.107,4.262,0,132
The Amazing Bulk,2012-04-17,49879803,Q23755523,2.3,4.362,0,1972
My Pet Dinosaur,2017-04-22,51867916,Q27701622,5.3,5.548,0,0
A Beautiful Planet,2016-04-16,49210464,Q23925022,6.902,5.26,24000000,0
Tales of Ordinary Madness,1981-09-11,4822799,Q1493714,6.1,5.178,0,93
Baby Blood,1990-01-24,16636044,Q2878000,6.009,5.961,0,0
They Don't Wear Black Tie,1981-09-28,38408023,Q3429203,8.143,5.321,0,0
Night Train to Terror,1985-05-01,10613136,Q7033538,4.643,6.72,0,0
"Rita, Sue and Bob Too",1987-05-20,2648235,Q7336459,6.236,4.86,0,448
Phata Poster Nikhla Hero,2013-09-20,36607262,Q7181086,5.2,3.157,0,0
Love 911,2012-12-19,37769813,Q6690294,7.2,14.144,16786016,0
Astronaut: The Last Push,2012-06-01,45356928,Q19363544,5.241,6.294,0,0
A Boyfriend for My Wife,2008-08-14,38108983,Q2513154,6.134,4.194,0,0
Horror in the High Desert,2021-03-27,69643418,Q110338248,6.045,6.279,0,50670
There Was a Father,1942-04-01,30121264,Q1366562,6.991,5.38,0,0
The Vertical Ray of the Sun,2000-05-17,47766348,Q3576830,6.564,5.153,0,139
Tokyo Raiders,2000-01-28,2829495,Q836268,5.6,7.186,0,0
The Devil's Brother,1933-05-05,5676165,Q1777093,6.616,6.038,0,0
Keeper of Darkness,2015-11-26,48845408,Q22099473,5.6,4.885,0,0
Sherlock Holmes in Washington,1943-03-24,11350840,Q636697,6.777,5.404,0,0
Britannia Hospital,1982-05-27,2452747,Q1755247,6.5,7.821,0,0
"All's Well, Ends Well",1992-01-25,812248,Q4727754,6.795,6.51,0,0
Pocket Hercules: Naim Suleymanoglu,2019-11-22,70681763,Q78990311,7.634,5.187,4920899,0
Father's Little Dividend,1951-04-05,3880325,Q1304555,6.438,5.706,0,2523
The Black Panthers: Vanguard of the Revolution,2015-03-08,45295197,Q19363559,7.027,4.272,0,0
Get on the Bus,1996-10-16,4770345,Q2154858,6.652,4.947,5731103,5015
Scarlet Diva,2000-05-26,453196,Q1861395,4.839,7.566,0,0
Tokyo Family,2013-01-18,37154180,Q11524787,7.5,4.941,0,0
Ab-normal Beauty,2004-04-11,13061445,Q303839,5.545,6.1,0,0
Cyrano Agency,2010-09-16,27504492,Q493306,7.0,6.046,0,0
"The First, the Last",2016-01-27,48980479,Q18684590,6.5,3.698,0,0
American Warships,2012-05-15,35090350,Q467227,3.536,9.667,1000000,392
The Fascist,1961-08-05,11018115,Q232190,6.845,4.407,0,0
Race 3,2018-06-15,41938985,Q43302283,4.318,5.461,0,1515
Theater Camp,2023-07-13,72714880,Q116287765,6.536,83.179,0,89940
Never So Few,1959-12-07,4112484,Q989036,5.409,8.188,0,3083
My Mistress,2014-08-14,43593606,Q17558064,5.1,7.355,0,0
Kill Mode,2020-03-17,78971341,Q97338479,5.227,4.597,0,0
Johnny Suede,1991-08-18,1035743,Q2359049,5.018,9.05,0,591
Attila Marcel,2013-11-06,40160222,Q15147144,6.855,5.139,0,0
Neon Flesh,2010-10-09,71500013,Q4317226,5.902,6.469,486756,0
The Amityville Playhouse,2015-06-23,46412387,Q19801734,5.318,4.148,0,0
Nothing Funny,1996-02-02,41241075,Q54982,7.118,4.023,0,0
The Garden of Sinners: Future Gospel,2013-09-16,41455937,Q17002320,7.382,10.638,0,0
Big Bad Mama,1974-09-19,5240350,Q4904980,5.618,7.715,0,9737
Class of Nuke 'Em High 2: Subhumanoid Meltdown,1991-03-29,6368709,Q3679168,4.545,6.596,0,0
Mankatha,2011-08-31,27907826,Q3471920,6.6,7.89,28000000,3723
Tiny Times,2013-06-27,39837560,Q10959046,4.391,4.257,77717014,0
Destination Tokyo,1943-12-31,957871,Q830585,6.8,7.631,4544000,0
Sharkwater,2006-09-11,10428352,Q1751720,7.455,3.57,0,0
The Spitfire Grill,1996-01-24,3123636,Q1212954,6.564,8.615,12643776,6838
War of the Worlds 2: The Next Wave,2008-02-01,18080137,Q1577564,4.0,12.466,0,668
Os Trapalhões e o Mágico de Oróz,1984-12-05,7549161,Q7105480,5.7,3.264,0,0
Planet Ocean,2012-06-18,49384412,Q3391599,7.464,4.021,0,0
Royal Hearts,2018-02-24,57575088,Q55391435,6.136,5.268,0,138
Vollidiot,2007-04-11,51136570,Q1563632,4.264,4.804,0,0
A Tale of Love and Desire,2021-09-01,68900282,Q108411751,6.445,4.466,0,0
Phat Girlz,2006-04-07,4261392,Q1645253,4.836,7.234,7301115,1295
Hold That Ghost,1941-08-08,7114779,Q603067,6.873,6.695,0,118
Two Men in Manhattan,1959-10-16,20789377,Q3024977,6.4,2.474,0,0
Oggy and the Cockroaches: The Movie,2013-08-07,40275708,Q14623567,6.745,7.789,0,142
Ride the Pink Horse,1947-10-08,1365310,Q1518939,7.209,4.209,0,123
Bright: Samurai Soul,2021-10-12,67913564,Q108582044,5.873,7.204,0,0
They Wait,2007-09-06,13166707,Q3990397,5.282,4.83,0,0
Let's Hope It's a Girl,1986-02-06,36352568,Q1225121,7.0,4.844,0,0
Mine de rien,2020-02-26,70030565,Q86533878,5.8,3.857,0,0
Alice Upside Down,2007-10-06,17833519,Q2301286,5.658,6.437,0,3336
Sorority House Massacre II,1990-10-05,9385381,Q333381,5.609,4.385,0,0
Lake Eerie,2016-01-15,49093111,Q23755312,3.8,4.959,0,0
"No Retreat, No Surrender 3: Blood Brothers",1990-01-25,12013209,Q776037,6.136,10.086,0,0
God Bless the Broken Road,2018-09-07,58421884,Q56524188,7.309,6.956,0,1649
Lower Learning,2008-10-10,18060738,Q2472880,4.8,7.064,0,0
Sharkwater Extinction,2018-09-07,58049598,Q55876666,6.9,5.545,0,0
Davy Crockett and the River Pirates,1956-07-18,15851039,Q3019195,6.355,8.062,0,1644
Comic-Con Episode IV: A Fan's Hope,2011-09-10,36229444,Q5151727,6.764,4.188,0,4329
Pups Alone,2021-11-19,79283853,Q111737562,6.0,9.045,0,0
Flying Down to Rio,1933-12-22,2528686,Q1434597,6.091,6.3,0,6609
Chinese Coffee,2000-09-02,3995682,Q2550707,6.618,3.933,0,0
All the Creatures Were Stirring,2018-04-06,76309897,Q111569106,5.091,3.412,0,107
Bol Bachchan,2012-07-06,30856194,Q2909273,5.818,3.464,17,402
Joan Didion: The Center Will Not Hold,2017-10-11,59560541,Q47363562,7.2,3.769,0,792
Back to 1942,2012-11-01,36357029,Q213215,6.4,9.889,311,384
Soodhu Kavvum,2013-05-01,37756060,Q7562638,7.1,6.045,12000000,2634
Identifying Features,2020-11-27,65947933,Q98313627,7.064,5.825,0,0
One Hour with You,1932-03-23,61060,Q1306660,6.718,4.156,0,0
Da Sweet Blood of Jesus,2014-06-22,41304417,Q17038465,4.9,4.954,0,2070
The Girl Can't Help It,1956-12-01,2018791,Q1506824,6.2,5.343,0,635
Casomai,2002-04-30,43147923,Q738308,5.755,4.174,0,0
The King of Havana,2015-09-22,70786612,Q22344479,6.7,4.975,0,0
Violent Saturday,1955-04-01,16260144,Q3233309,6.8,6.523,0,7661
28 Hotel Rooms,2012-01-21,38224264,Q4632723,5.645,6.914,0,0
Gringo: The Dangerous Life of John McAfee,2016-09-24,51592249,Q26963292,6.6,3.944,0,1248
A Birder's Guide to Everything,2013-04-21,41679624,Q15731641,6.102,5.877,0,0
Freebie and the Bean,1974-12-25,1482832,Q4004430,6.2,5.668,0,111
The Chinese Botanist's Daughters,2006-04-26,4868441,Q1216970,6.5,5.14,0,0
Grace Unplugged,2013-10-04,39477116,Q13580949,6.045,8.444,0,431
North Dallas Forty,1979-08-03,2648507,Q7055092,6.6,5.36,26079312,13758
